Tarih;Ay;Ana Depo;Depo;Kontak Tipi;GLN;Kontak Adı;Kontak Brick;Ürün;Kategori;Form;Satış Adet;Satış MF;Toplam Satış
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001672196;MİLÖNÜ ECZANESİ;CORUM MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001703869;MONA ECZANESİ;AGRI DIYADIN+D.BEYAZIT;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001122042;MUMCU ECZANESİ;SAMSUN RASATHANE;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001167562;MUTLU ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001631971;NAR ECZANESİ;SAMSUN PAZAR;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001679072;NİSAN ECZANESİ;ORDU MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001788767;ONAR ECZANESİ;SAMSUN ADALET;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001121557;OVALI ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001144495;ÖZTÜRK ECZANESİ;CORUM MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001145331;ÖZYÜREK ECZANESİ;SAMSUN DOGU ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001225071;PARK ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001121021;PARK ECZANESİ;SAMSUN VEZIRKOPRU;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001187621;PELİN ECZANESİ;ORDU MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001169719;PETEK ECZANESİ;TRABZON DOGU ILCELER - 2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001566273;SADIK ECZANESİ;GIRESUN DOGU ILCELER -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001275670;SAĞLAM ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001920129;SAĞLIK ECZANESİ;BITLIS KUZEYDOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001233342;SAĞLIK ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001121212;SAĞLIK ECZANESİ;SAMSUN VEZIRKOPRU;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001169740;SAĞLIK ECZANESİ;AMASYA MERZIFON;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;3;0;3
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001170777;SARIER ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
6.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001170777;SARIER ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001496730;SEFA ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001704422;SENA ECZANESİ;TRABZON AKCAABAT;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001475599;SEVGİ ECZANESİ;SIVAS DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001661893;SIHHAT ECZANESİ;TRABZON AKCAABAT;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001502035;SONER ECZANESİ;CORUM MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001166589;SORAL ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001732036;SOYLU ECZANESİ;GUMUSHANE;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001629534;SU ECZANESİ;HAKKARI;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
6.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001239962;SULTAN ECZANESİ;IGDIR;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001185436;ŞAFAK ECZANESİ;GIRESUN DOGU ILCELER -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001635337;ŞEN ECZANESİ;SAMSUN VEZIRKOPRU;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;2;0;2
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001156283;ŞİFA ECZANESİ;CORUM GUNEYBATI ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001224630;ŞİFA ECZANESİ;TRABZON DOGU ILCELER -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;10;3;13
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001155897;TÜRKER ECZANESİ;CORUM MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001265435;UĞUR ECZANESİ;TRABZON AKCAABAT;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;10;2;12
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001114009;UĞUR ECZANESİ;AGRI MERKEZ;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;-5;-1;-6
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001114146;UMUT ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001484652;UYSAL ECZANESİ;SAMSUN RASATHANE;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;1;0;1
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001187010;YALÇIN ECZANESİ;TOKAT DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001442959;YASEMİN ECZANESİ;SAMSUN BAFRA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001715817;YASEMİN ECZANESİ;SINOP MERKEZ;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001744770;YASİN ECZANESİ;HAKKARI;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3;0;3
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001120871;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001597697;YAŞAM ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
6.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001179909;YENİ ECZANESİ;AMASYA MERZIFON;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001340545;YENİ HAYAT ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001519798;YENİ HİLAL ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001839889;YENİ KOLBAKIR ECZANESİ;SAMSUN ILKADIM - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001468102;YENİ MAHALLE ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001200238;YENİGÜN ECZANESİ;TOKAT BATI ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
6.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001832750;YUSUFELİ ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001481910;ZAGROS ECZANESİ;HAKKARI;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
6.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001567829;ZEYNEP ECZANESİ;GIRESUN MERKEZ -2;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
6.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001494163;ZEYNEP ECZANESİ;ORDU MERKEZ -3;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001322312;50. YIL ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001706402;AĞABALI ECZANESİ;SAMSUN RASATHANE;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001844494;AKSOY ECZANESİ;ORDU FATSA;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001179800;AKSOY ECZANESİ;TOKAT TURHAL;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001254347;ALİBEYOĞLU ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001117383;ALPER ECZANESİ;SAMSUN CANIK;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001495047;ALTINKAYISI ECZANESİ;VAN DOGU+GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001113934;ALVER ECZANESİ;SAMSUN DOGU ILCELER - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001215720;ANADOLU ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001511280;ANIL ECZANESİ;SIVAS MERKEZ -2;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;1;0;1
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001212040;ARSLAN ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001697847;ASLAN ECZANESİ;CORUM KARGI+OSMANCIK;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;10;2;12
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001101542;ASYA ECZANESİ;SAMSUN DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;2;0;2
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001484003;AŞIKOĞLU ECZANESİ;TOKAT BATI ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001487967;AŞKALE ECZANESİ;ERZURUM KUZEY ILCELER;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;3;0;3
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001717774;AYŞEGÜL ECZANESİ;SAMSUN BAFRA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;100;35;135
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001262625;BAHADIR ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001561193;BAHARDALİ ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001561193;BAHARDALİ ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001561193;BAHARDALİ ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001151363;BAŞAK ECZANESİ;SIVAS MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001101337;BAŞALAN ECZANESİ;SAMSUN CANIK;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001168781;BENDUYLU ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001421763;BESTE ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001421763;BESTE ECZANESİ;AMASYA MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001109678;BİZİM ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001118793;BOLAT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001346851;BULVAR ECZANESİ;SAMSUN BAFRA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001520152;BÜŞRA ECZANESİ;GIRESUN DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001205899;BÜYÜK ECZANESİ;TRABZON DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001205899;BÜYÜK ECZANESİ;TRABZON DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;5;0;5
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001148097;CANTÜRK ECZANESİ;ORDU BATI ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001732029;CEMRE ECZANESİ;SINOP MERKEZ;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001530403;CEVİZ ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;3;0;3
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001155071;ÇAĞLAR ECZANESİ;CORUM GUNEYBATI ILCELER;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;12;4;16
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001335046;ÇAMLICA ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001503001;ÇINAR ECZANESİ;SAMSUN BAFRA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001137411;ÇINAR ECZANESİ;SAMSUN ADALET;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001488216;ÇİĞDEM ECZANESİ;AMASYA ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001692156;DEFNE ECZANESİ;ORDU BATI ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001726776;DEMİR ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;2;0;2
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001774685;DEMİR ECZANESİ;TOKAT MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001339518;DERECİK ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001131068;DERMAN ECZANESİ;ARDAHAN;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001131068;DERMAN ECZANESİ;ARDAHAN;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001750801;DERMAN ECZANESİ;CORUM GUNEYBATI ILCELER;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;30;15;45
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001170654;DERMAN ECZANESİ;GIRESUN GUNEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001119813;DERMAN ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001153442;DERYA ECZANESİ;CORUM KUZEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001524112;DEVA ECZANESİ;BITLIS MERKEZ+CEVRE;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001567614;DEVA ECZANESİ;MUS MERKEZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
7.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001444755;DEVA ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;495;405;900
7.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001471157;DİKMEN ECZANESİ;GIRESUN DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001158256;DOĞA ECZANESİ;CORUM MERKEZ -3;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001746033;DOĞA ECZANESİ;TRABZON DOGU ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
7.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001127900;DOĞU ECZANESİ;SIVAS MERKEZ -4;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
7.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001672851;EBRAR ECZANESİ;ERZURUM KUZEY ILCELER;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
