Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;MF Tutar;İade
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;KAYA ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;FİKRİ KARTAL ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;FİKRİ KARTAL ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;FUNDA ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ELİF ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;GÜNEŞ ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;FİKRİ KARTAL ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KOÇAK ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;TURGUT ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;TURGUT ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;SERPİL ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;MAHALLEBAŞI ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;BAHAR ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ARI ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;IHLAMUR ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;FİLİZ ECZANESİ;GIRESUN DOGU ILCELER -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;KARABAĞ ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YILDIRIM ECZANESİ;SIVAS MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;TÜFEKÇİ ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TÜRKİŞ ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;GAZİLER ECZANESİ;SAMSUN PAZAR;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;CEDİT ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BARAN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ALVER ECZANESİ;SAMSUN DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;KARDELEN ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;TÜFEKÇİ ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ARDEŞEN ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;EMİN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KARADUMAN ECZANESİ;TRABZON MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;PETEK ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;KUMRU ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;BÜŞRA BULUT ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİMŞEK ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;SAĞLIK ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YASEMİN ECZANESİ;ORDU UNYE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ZAFER ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ARSLAN ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TEZEL ECZANESİ;ORDU UNYE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;CANİK BULUT ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;KARADENİZ ECZANESİ;GIRESUN MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ÇAKIR SEVEN ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ERDOĞAN ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;KARANFİL ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;TARHAN ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;GÜNDÜZ ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;392;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SELDA NUR ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞEHİR ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;EMRE ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YEŞİLOVA ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DİLA ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;DOLUNAY ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇARŞIBAŞI ECZANESI;TRABZON DOGU ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİFA ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;AĞABALI ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YENİ KIZILIRMAK ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;100;35;135;9.809;3.433;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;HİTİT ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SOYLU ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;DOSMA ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;100;35;135;9.809;3.433;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DOĞU ECZANESİ;SAMSUN DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;YAŞAM ECZANESİ;AGRI DIYADIN+D.BEYAZIT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SUNGUR;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BALCALI ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DİNC ECZANESİ;SAMSUN DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;TARHAN ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3;0;3;181;0;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ÇAĞDAŞ ECZANESİ;AMASYA ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10;1;11;604;60;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;AYŞE ABACI ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2;121;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;BİLGE ECZANESİ;GIRESUN DOGU ILCELER -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ALBAYRAK ECZANESİ;AMASYA MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SAĞLIK ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;GİZEM ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;HAYAT ECZANESİ;AGRI MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ALTINPOST ECZANESİ;ARTVIN KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KALENDER ECZANESİ;CORUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DERMAN ECZANESİ;CORUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇAĞATAY ECZANESİ;CORUM GUNEYBATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÇAĞLAR ECZANESİ;CORUM GUNEYBATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;TURGUT ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;YILDIRIM ECZANESİ;ERZURUM GUNEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;IŞIK ECZANESİ;GUMUSHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;UMUT ECZANESİ;SAMSUN ATAKUM;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;UMUT ECZANESİ;SAMSUN ATAKUM;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;YADİGAR ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;KURUPELİT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BARAN ECZANESİ;SAMSUN VEZIRKOPRU;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;AYKANAT ECZANESİ;SAMSUN ATAKUM;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BAYRAK ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ARDEŞEN ECZANESİ;RIZE DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;GÜNEYSU SERDAR ECZANESİ;RIZE BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;HİLAL ALTEKİN ECZANESİ;AMASYA MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ERENLER ECZANESİ;TRABZON BATI ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;CENGİZHAN ECZANESİ;TRABZON BATI ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SAĞLIK ECZANESİ;TOKAT DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SÖNMEZ ECZANESİ;TOKAT MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ASLI ECZANESİ;TOKAT MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;BEŞLİOĞLU ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SEFA ECZANESİ;GIRESUN MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TEKİN ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SEZER ECZANESİ;TRABZON MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;MERKEZ ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;TALİP ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;SAZBEYİ  ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;DURU ECZANESİ;AGRI MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;YAŞAM ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ERKAN ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;4;0;4;293;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ZEYNEP ECZANESİ;AGRI DIYADIN+D.BEYAZIT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ZEYNEP ECZANESİ;AGRI DIYADIN+D.BEYAZIT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;YAKAKENT ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;AFA ECZANESİ;AGRI DIYADIN+D.BEYAZIT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;EBRULİ ECZANESİ;ERZURUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇÖLGEÇEN ECZANESİ;SAMSUN ATAKUM;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;UMUT ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;SARI ECZANESİ;AGRI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİFA ECZANESİ;SIVAS GUNEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KIZIKLI ECZANESİ;AMASYA ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;BEYZADE ECZANESİ;AGRI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;MIZRAK ECZANESİ;AGRI MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇAĞATAY ECZANESİ;CORUM GUNEYBATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KARAKAŞLI ECZANESİ;CORUM MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
