Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;MF Tutar;İade
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;BÜLBÜLOĞLU ECZANESİ;CORUM MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;SERDAR ECZANESİ;SIVAS MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KANDAZ ECZANESİ;SAMSUN TERME;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;AVCI ECZANESİ;RIZE MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;SAĞLAM ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;MERKEZ ECZANESİ;TRABZON DUZKOY+MACKA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ENİS ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇİĞDEM ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;PINAR ECZANESİ;TRABZON DUZKOY+MACKA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;DİLEK ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;KAÇKAR ECZANESİ;RIZE DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÇAĞLA ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BAYRAK ECZANESİ;TRABZON DOGU ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;CANDEMİR ECZANESİ;TOKAT BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;YUNUS EMRE ECZANESİ;TOKAT ERBAA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ÖZLÜ ECZANESİ;AMASYA MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;ERZİNCAN  ECZANESI;ERZINCAN MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;İBRAHİM ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;MONA ECZANESİ;AGRI DIYADIN+D.BEYAZIT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;HİTİT ECZANESİ;CORUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;PELİTKÖY İPEK ECZANESİ;SAMSUN ATAKENT+19 MAYIS;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2;0;2;259;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;PELİTKÖY İPEK ECZANESİ;SAMSUN ATAKENT+19 MAYIS;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1;0;1;130;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ÇİĞDEM ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;YENİ KÖPRÜBAŞI ECZANESİ;TRABZON K.BASI+SURMENE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100;60;160;9.164;5.499;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;PELİN ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;YENİ ARI ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BAYRAKTAR ECZANESİ;ARTVIN KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BAYRAKTAR ECZANESİ;ARTVIN KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5;0;5;458;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇAMLICA ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100;60;160;9.164;5.499;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;SİRKECİLER ECZANESİ;CORUM KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ELİF ECZANESİ;CORUM MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;GÜNEŞ ECZANESİ;CORUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİFA ECZANESİ;CORUM KARGI+OSMANCIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;CAN ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YENİ BÖLGE ECZANESİ;ERZURUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;İNCİ  ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;-100;-60;-160;-9.164;-5.498;-60
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;DENİZ ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100;60;160;9.164;5.499;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;DERMAN ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;GÜLER ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ERDEM ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100;60;160;9.164;5.499;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;YALÇIN ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ÇANAKÇI ECZANESİ;GIRESUN DOGU ILCELER -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;DENİZ ECZANESİ;SINOP MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;PARK ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ALAÇAM ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ONUR ECZANESİ;RIZE MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇAYELİ ECZANESİ;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;TEKİN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KARADUMAN ECZANESİ;TRABZON MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇİĞDEM ECZANESİ;TRABZON BATI ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;EROĞLU ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;MAVİ ECZANE;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇAKIR ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;4;0;4;367;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;NUR ECZANESİ;TRABZON MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİFA ECZANESİ;CORUM KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1;0;1;92;0;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YEŞİLOVA ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ÖZLÜ ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;3;0;3;275;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;İSTANBUL ECZANESİ;SIVAS MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇAYAN ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YUSUF ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;MERKEZ ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;EBRULİ ECZANESİ;ERZURUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;KEPENEK ECZANESI;SIVAS MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;MERKEZ ECZANESİ;TRABZON DUZKOY+MACKA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;TÜRKAN ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SEFA ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ŞİFA ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
7.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;HEKIMOGLU ECZANESI;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;İREM ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;DOĞA ECZANESİ;ORDU FATSA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ORHAN ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ÇALIŞKAN ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;KALE ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1;0;1;130;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;KINA ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;100;35;135;9.809;3.433;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;NUR ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SU ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;KINA ECZANESİ;ORDU GUNEY ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;SAĞLIK ECZANESİ;ORDU GUNEY ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ERGÜL ECZANESİ;ORDU MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DOĞA ECZANESİ;ORDU MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DEMİRTAŞ ECZANESİ;ORDU MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ERGÜL ECZANESİ;ORDU MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;KOÇYİĞİT ECZANESİ;ORDU MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DEFNE ECZANESİ;ORDU MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;KOÇYİĞİT ECZANESİ;ORDU MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;MERT GERÇEKER ECZANESİ;ORDU MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
7.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÇAKIR ECZANESİ;ORDU MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ÖZEL ORDU UMUT HASTANESİ ECZANESİ;ORDU MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;GEZ ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
7.02.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;GEZ ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;392;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;TURAN ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ERMAN ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;HALK ECZANESİ;ORDU GUNEY ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KURUPELİT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;KARADENİZ ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;HALE ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;392;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SEÇİL ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BUĞRA ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.02.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;BATUR ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;AKYAKA ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;NİL ECZANESİ;ERZURUM KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;CANLI ECZANESİ;AMASYA MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.02.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;SELİMİYE ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;AYGÜN ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.02.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;GEZ ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.02.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;GEZ ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KUBATLAR ECZANESİ;CORUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;-40;-8;-48;-2.929;-586;-8
7.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ŞENBİL ECZANESİ;TOKAT BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
7.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;SARIER ECZANESİ;TOKAT MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
7.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BAYRAK ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;EFE ECZANESİ;ORDU MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;PELİN ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YORUKLER ECZANESI;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
7.02.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;EMİN ECZANESİ;SIVAS BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2;0;2;259;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;EMİN ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇAĞLA ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1;0;1;130;0;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ULAŞ ECZANESİ;SIVAS MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;MENTEŞOĞLU ECZANESI;SAMSUN DOGU ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
7.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KAYA ECZANESİ;CORUM MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
